timestamp,gpu_memory_used_mib
2026-09-18T18:51:32.2944847+08:00,NA
2026-09-18T18:51:32.8158732+08:00,NA
2026-09-18T18:51:33.3221372+08:00,NA
2026-09-18T18:51:33.8328046+08:00,NA
2026-09-18T18:51:34.3490085+08:00,NA
2026-09-18T18:51:34.8654656+08:00,NA
2026-09-18T18:51:35.3822398+08:00,NA
2026-09-18T18:51:35.8912456+08:00,NA
2026-09-18T18:51:36.4037862+08:00,NA
2026-09-18T18:51:36.9161905+08:00,NA
2026-09-18T18:51:37.4328407+08:00,NA
2026-09-18T18:51:37.9447154+08:00,NA
2026-09-18T18:51:38.4582186+08:00,NA
2026-09-18T18:51:38.9726550+08:00,NA
2026-09-18T18:51:39.4774410+08:00,NA
2026-09-18T18:51:39.9819306+08:00,NA
2026-09-18T18:51:40.4842727+08:00,NA
2026-09-18T18:51:40.9991243+08:00,NA
2026-09-18T18:51:41.5133427+08:00,NA
2026-09-18T18:51:42.0188157+08:00,NA
