timestamp,gpu_memory_used_mib
2026-09-21T13:54:10.4668660+08:00,55
2026-09-21T13:54:11.0394371+08:00,55
2026-09-21T13:54:11.6182796+08:00,55
2026-09-21T13:54:12.1819235+08:00,55
2026-09-21T13:54:12.7534169+08:00,55
2026-09-21T13:54:13.3292025+08:00,55
2026-09-21T13:54:13.9048274+08:00,55
2026-09-21T13:54:14.4668022+08:00,55
2026-09-21T13:54:15.0286418+08:00,55
2026-09-21T13:54:15.5908369+08:00,55
2026-09-21T13:54:16.1655743+08:00,55
2026-09-21T13:54:16.7251718+08:00,55
2026-09-21T13:54:17.2791738+08:00,55
2026-09-21T13:54:17.8593264+08:00,55
2026-09-21T13:54:18.4354837+08:00,55
2026-09-21T13:54:18.9975335+08:00,55
2026-09-21T13:54:19.5597404+08:00,55
2026-09-21T13:54:20.1331589+08:00,55
2026-09-21T13:54:20.6843633+08:00,55
2026-09-21T13:54:21.2426991+08:00,55
2026-09-21T13:54:21.8047400+08:00,55
2026-09-21T13:54:22.3813256+08:00,55
2026-09-21T13:54:22.9365009+08:00,55
2026-09-21T13:54:23.4861114+08:00,55
2026-09-21T13:54:24.0481540+08:00,55
2026-09-21T13:54:24.6258818+08:00,55
2026-09-21T13:54:25.1997841+08:00,55
2026-09-21T13:54:25.7790070+08:00,55
2026-09-21T13:54:26.3566428+08:00,55
2026-09-21T13:54:26.9350942+08:00,55
2026-09-21T13:54:27.4934022+08:00,55
2026-09-21T13:54:28.0563854+08:00,55
2026-09-21T13:54:28.6201905+08:00,55
2026-09-21T13:54:29.1697064+08:00,55
2026-09-21T13:54:29.7297280+08:00,55
2026-09-21T13:54:30.2810489+08:00,55
2026-09-21T13:54:30.8423530+08:00,55
2026-09-21T13:54:31.3919192+08:00,55
2026-09-21T13:54:31.9705399+08:00,76
2026-09-21T13:54:32.5323264+08:00,182
2026-09-21T13:54:33.0964818+08:00,182
2026-09-21T13:54:33.6464532+08:00,182
2026-09-21T13:54:34.2003312+08:00,188
2026-09-21T13:54:34.7792800+08:00,230
2026-09-21T13:54:35.3303931+08:00,310
2026-09-21T13:54:35.9081473+08:00,312
2026-09-21T13:54:36.4587901+08:00,354
2026-09-21T13:54:37.0231742+08:00,354
2026-09-21T13:54:37.5721922+08:00,374
2026-09-21T13:54:38.1364448+08:00,374
2026-09-21T13:54:38.6989835+08:00,374
2026-09-21T13:54:39.2615816+08:00,374
2026-09-21T13:54:39.8115837+08:00,374
2026-09-21T13:54:40.3742153+08:00,374
2026-09-21T13:54:40.9311009+08:00,374
2026-09-21T13:54:41.5030608+08:00,374
2026-09-21T13:54:42.0618306+08:00,374
2026-09-21T13:54:42.6132198+08:00,374
2026-09-21T13:54:43.1741039+08:00,374
2026-09-21T13:54:43.7368242+08:00,374
2026-09-21T13:54:44.2982482+08:00,374
2026-09-21T13:54:44.8560819+08:00,374
2026-09-21T13:54:45.4220404+08:00,374
2026-09-21T13:54:45.9545492+08:00,374
2026-09-21T13:54:46.5212237+08:00,374
2026-09-21T13:54:47.0801517+08:00,374
2026-09-21T13:54:47.6294242+08:00,374
2026-09-21T13:54:48.1923811+08:00,374
2026-09-21T13:54:48.7571580+08:00,374
2026-09-21T13:54:49.3136777+08:00,374
2026-09-21T13:54:49.8683600+08:00,374
2026-09-21T13:54:50.4235878+08:00,374
2026-09-21T13:54:50.9989384+08:00,374
2026-09-21T13:54:51.5570241+08:00,374
2026-09-21T13:54:52.1186334+08:00,374
2026-09-21T13:54:52.6894749+08:00,374
2026-09-21T13:54:53.2391675+08:00,374
2026-09-21T13:54:53.7986722+08:00,374
2026-09-21T13:54:54.3591258+08:00,374
2026-09-21T13:54:54.9173130+08:00,374
2026-09-21T13:54:55.4933268+08:00,374
2026-09-21T13:54:56.0708967+08:00,374
2026-09-21T13:54:56.6212095+08:00,374
2026-09-21T13:54:57.1836538+08:00,374
2026-09-21T13:54:57.7440768+08:00,374
2026-09-21T13:54:58.3142779+08:00,374
2026-09-21T13:54:58.9007750+08:00,374
2026-09-21T13:54:59.4556742+08:00,374
2026-09-21T13:55:00.0184177+08:00,374
2026-09-21T13:55:00.5656963+08:00,374
2026-09-21T13:55:01.1286813+08:00,374
2026-09-21T13:55:01.7032715+08:00,374
2026-09-21T13:55:02.2817794+08:00,374
2026-09-21T13:55:02.8311145+08:00,374
2026-09-21T13:55:03.4090523+08:00,374
2026-09-21T13:55:03.9712403+08:00,374
2026-09-21T13:55:04.5268276+08:00,374
2026-09-21T13:55:05.0906892+08:00,374
2026-09-21T13:55:05.6520433+08:00,374
2026-09-21T13:55:06.1865724+08:00,374
2026-09-21T13:55:06.7221457+08:00,374
2026-09-21T13:55:07.2852291+08:00,374
2026-09-21T13:55:07.8303143+08:00,374
2026-09-21T13:55:08.3931931+08:00,374
2026-09-21T13:55:08.9345314+08:00,374
2026-09-21T13:55:09.5088306+08:00,374
2026-09-21T13:55:10.0730733+08:00,374
2026-09-21T13:55:10.6254846+08:00,374
2026-09-21T13:55:11.1823859+08:00,374
2026-09-21T13:55:11.7394993+08:00,374
2026-09-21T13:55:12.2892680+08:00,374
2026-09-21T13:55:12.8499015+08:00,374
2026-09-21T13:55:13.4006786+08:00,374
2026-09-21T13:55:13.9636559+08:00,374
2026-09-21T13:55:14.5283267+08:00,374
2026-09-21T13:55:15.0796624+08:00,374
2026-09-21T13:55:15.6396616+08:00,374
2026-09-21T13:55:16.1833343+08:00,374
2026-09-21T13:55:16.7466752+08:00,374
2026-09-21T13:55:17.2982158+08:00,374
2026-09-21T13:55:17.8625830+08:00,374
2026-09-21T13:55:18.3977699+08:00,374
2026-09-21T13:55:18.9579425+08:00,374
2026-09-21T13:55:19.5208492+08:00,374
2026-09-21T13:55:20.0816786+08:00,374
2026-09-21T13:55:20.6264691+08:00,374
2026-09-21T13:55:21.1885874+08:00,374
2026-09-21T13:55:21.7490960+08:00,374
2026-09-21T13:55:22.3264883+08:00,374
2026-09-21T13:55:22.8759271+08:00,374
2026-09-21T13:55:23.4253762+08:00,374
2026-09-21T13:55:23.9849202+08:00,374
2026-09-21T13:55:24.5317493+08:00,374
2026-09-21T13:55:25.0942716+08:00,374
2026-09-21T13:55:25.6535860+08:00,374
2026-09-21T13:55:26.2165044+08:00,374
2026-09-21T13:55:26.7964692+08:00,374
2026-09-21T13:55:27.3567227+08:00,374
2026-09-21T13:55:27.9047695+08:00,374
2026-09-21T13:55:28.4805441+08:00,374
2026-09-21T13:55:29.0271097+08:00,374
2026-09-21T13:55:29.5870070+08:00,374
2026-09-21T13:55:30.1516399+08:00,374
2026-09-21T13:55:30.7137036+08:00,374
2026-09-21T13:55:31.2737152+08:00,374
2026-09-21T13:55:31.8344938+08:00,374
2026-09-21T13:55:32.3968500+08:00,374
2026-09-21T13:55:32.9613731+08:00,374
2026-09-21T13:55:33.5138427+08:00,374
2026-09-21T13:55:34.0581369+08:00,374
2026-09-21T13:55:34.6251731+08:00,374
